file,start,stop,species,couple ID,with female,exit azimuth,IDs,calibration_ID,rownumber,dropoffx,dropoffy
20210710_F.MTS,00:16:23.158,00:16:45.212,schaefferi,11s,false,205,drager_22,20210710_F.MTS,509,,
20210710_F.MTS,00:16:51.98,00:17:17.217,schaefferi,11s,false,180,drager_22,20210710_F.MTS,510,,
20210710_F.MTS,00:17:20.344,00:17:37.23,schaefferi,11s,false,185,drager_22,20210710_F.MTS,511,,
20210710_F.MTS,00:17:47.082,00:18:10.575,schaefferi,11s,false,195,drager_22,20210710_F.MTS,512,,
20210710_F.MTS,00:18:19.006,00:18:38.662,schaefferi,11s,false,240,drager_22,20210710_F.MTS,513,,
20210710_F.MTS,00:18:43.987,00:19:11.517,schaefferi,11s,false,230,drager_22,20210710_F.MTS,514,,
20210711_A.MTS,00:02:11.682,00:02:54.442,schaefferi,12s,true,160,couple_23,20210711_A.MTS,515,,
20210711_A.MTS,00:03:01.103,00:03:37.92,schaefferi,12s,true,160,couple_23,20210711_A.MTS,516,,
20210711_A.MTS,00:03:43.416,00:04:13.841,schaefferi,12s,true,155,couple_23,20210711_A.MTS,517,,
20210711_A.MTS,00:04:18.163,00:04:51.565,schaefferi,12s,true,150,couple_23,20210711_A.MTS,518,,
20210711_A.MTS,00:05:00.655,00:05:28.921,schaefferi,12s,true,155,couple_23,20210711_A.MTS,519,,
20210711_A.MTS,00:05:33.056,00:06:00.612,schaefferi,12s,true,160,couple_23,20210711_A.MTS,520,,
20210711_A.MTS,00:06:06.371,00:06:43.457,schaefferi,12s,true,165,couple_23,20210711_A.MTS,521,,
20210711_A.MTS,00:06:50.117,00:07:24.593,schaefferi,12s,true,165,couple_23,20210711_A.MTS,522,,
20210711_A.MTS,00:07:29.366,00:08:02.671,schaefferi,12s,true,160,couple_23,20210711_A.MTS,523,,
20210711_A.MTS,00:08:06.899,00:08:36.423,schaefferi,12s,true,175,couple_23,20210711_A.MTS,524,,
20210711_A.MTS,00:08:43.088,00:09:20.086,schaefferi,12s,false,190,drager_23,20210711_A.MTS,525,,
20210711_A.MTS,00:09:23.946,00:09:43.944,schaefferi,12s,false,165,drager_23,20210711_A.MTS,526,,
20210711_A.MTS,00:09:47.348,00:10:15.033,schaefferi,12s,false,170,drager_23,20210711_A.MTS,527,,
20210711_A.MTS,00:10:19.588,00:10:39.303,schaefferi,12s,false,180,drager_23,20210711_A.MTS,528,,
20210711_A.MTS,00:10:43.895,00:11:10.09,schaefferi,12s,false,170,drager_23,20210711_A.MTS,529,,
20210711_A.MTS,00:11:14.586,00:11:48.012,schaefferi,12s,false,180,drager_23,20210711_A.MTS,530,,
20210711_A.MTS,00:11:53.387,00:12:13.911,schaefferi,12s,false,140,drager_23,20210711_A.MTS,531,,
20210711_A.MTS,00:12:18.504,00:12:38.85,schaefferi,12s,false,150,drager_23,20210711_A.MTS,532,,
20210711_A.MTS,00:12:42.903,00:13:00.367,schaefferi,12s,false,140,drager_23,20210711_A.MTS,533,,
20210711_A.MTS,00:13:05.405,00:13:41.599,schaefferi,12s,false,140,drager_23,20210711_A.MTS,534,,
20210704_A.MTS,00:01:16.771,00:01:46.453,schaefferi,13s,true,120,couple_1,20210704_A.MTS,535,,
20210704_A.MTS,00:01:53.859,00:02:16.802,schaefferi,13s,true,125,couple_1,20210704_A.MTS,536,,
20210704_A.MTS,00:02:19.414,00:02:44.619,schaefferi,13s,true,120,couple_1,20210704_A.MTS,537,,
20210704_A.MTS,00:02:49.938,00:03:09.11,schaefferi,13s,true,95,couple_1,20210704_A.MTS,538,,
20210704_A.MTS,00:03:14.964,00:03:41.794,schaefferi,13s,true,110,couple_1,20210704_A.MTS,539,,
20210704_A.MTS,00:03:43.472,00:04:07.614,schaefferi,13s,true,110,couple_1,20210704_A.MTS,540,,
20210704_A.MTS,00:04:13.024,00:04:34.091,schaefferi,13s,true,95,couple_1,20210704_A.MTS,541,,
20210704_A.MTS,00:04:39.941,00:05:01.714,schaefferi,13s,true,100,couple_1,20210704_A.MTS,542,,
20210704_A.MTS,00:05:08.118,00:05:35.753,schaefferi,13s,true,70,couple_1,20210704_A.MTS,543,,
20210704_A.MTS,00:05:40.79,00:05:58.439,schaefferi,13s,true,85,couple_1,20210704_A.MTS,544,,
20210704_A.MTS,00:06:06.811,00:06:36.336,schaefferi,13s,false,100,drager_1,20210704_A.MTS,545,,
20210704_A.MTS,00:06:45.965,00:07:06.387,schaefferi,13s,false,110,drager_1,20210704_A.MTS,546,,
20210704_A.MTS,00:07:11.894,00:07:40.078,schaefferi,13s,false,160,drager_1,20210704_A.MTS,547,,
20210704_A.MTS,00:07:44.773,00:08:09.758,schaefferi,13s,false,160,drager_1,20210704_A.MTS,548,,
20210704_A.MTS,00:08:11.017,00:08:43.351,schaefferi,13s,false,150,drager_1,20210704_A.MTS,549,,
20210704_A.MTS,00:08:48.577,00:09:16.211,schaefferi,13s,false,130,drager_1,20210704_A.MTS,550,,
20210704_A.MTS,00:09:22.335,00:09:44.928,schaefferi,13s,false,140,drager_1,20210704_A.MTS,551,,
20210704_A.MTS,00:09:50.728,00:10:15.805,schaefferi,13s,false,160,drager_1,20210704_A.MTS,552,,
20210704_A.MTS,00:10:18.599,00:10:47.859,schaefferi,13s,false,200,drager_1,20210704_A.MTS,553,,
20210704_A.MTS,00:10:52.239,00:11:21.975,schaefferi,13s,false,185,drager_1,20210704_A.MTS,554,,
20210704_B.MTS,00:25:10.251,00:25:38.122,schaefferi,14s,true,110,couple_4,20210704_A.MTS,555,,
20210704_B.MTS,00:25:39.221,00:26:00.905,schaefferi,14s,true,130,couple_4,20210704_A.MTS,556,,
20210704_B.MTS,00:26:03.482,00:26:28.667,schaefferi,14s,true,130,couple_4,20210704_A.MTS,557,,
20210704_B.MTS,00:26:33.247,00:26:54.593,schaefferi,14s,true,160,couple_4,20210704_A.MTS,558,,
20210704_B.MTS,00:26:58.732,00:27:19.348,schaefferi,14s,true,130,couple_4,20210704_A.MTS,559,,
20210704_B.MTS,00:27:25.469,00:27:48.963,schaefferi,14s,true,140,couple_4,20210704_A.MTS,560,,
20210704_B.MTS,00:27:55.714,00:28:17.228,schaefferi,14s,true,135,couple_4,20210704_A.MTS,561,,
20210704_B.MTS,00:28:19.114,00:28:46.685,schaefferi,14s,true,140,couple_4,20210704_A.MTS,562,,
20210704_B.MTS,00:28:50.758,00:29:18.173,schaefferi,14s,true,145,couple_4,20210704_A.MTS,563,,
20210704_B.MTS,00:29:21.511,00:29:44.01,schaefferi,14s,true,135,couple_4,20210704_A.MTS,564,,
20210704_C.MTS,00:00:20.988,00:00:52.015,schaefferi,14s,false,135,drager_4,20210704_A.MTS,565,,
20210704_C.MTS,00:00:54.317,00:01:23.341,schaefferi,14s,false,160,drager_4,20210704_A.MTS,566,,
20210704_C.MTS,00:01:30.001,00:01:49.323,schaefferi,14s,false,170,drager_4,20210704_A.MTS,567,,
20210704_C.MTS,00:01:54.019,00:02:23.758,schaefferi,14s,false,170,drager_4,20210704_A.MTS,568,,
20210704_C.MTS,00:02:25.342,00:02:48.816,schaefferi,14s,false,165,drager_4,20210704_A.MTS,569,,
20210704_C.MTS,00:02:51.047,00:03:20.56,schaefferi,14s,false,170,drager_4,20210704_A.MTS,570,,
20210704_C.MTS,00:03:24.063,00:03:50.079,schaefferi,14s,false,175,drager_4,20210704_A.MTS,571,,
20210704_C.MTS,00:03:55.11,00:04:17.082,schaefferi,14s,false,165,drager_4,20210704_A.MTS,572,,
20210704_C.MTS,00:04:22.483,00:04:45.338,schaefferi,14s,false,170,drager_4,20210704_A.MTS,573,,
20210704_C.MTS,00:08:51.016,00:09:12.358,schaefferi,15s,true,45,couple_5,20210704_A.MTS,574,,
20210704_C.MTS,00:09:18.375,00:09:47.511,schaefferi,15s,true,60,couple_5,20210704_A.MTS,575,,
20210704_C.MTS,00:09:52.508,00:10:19.079,schaefferi,15s,true,75,couple_5,20210704_A.MTS,576,,
20210704_C.MTS,00:10:25.365,00:10:45.968,schaefferi,15s,true,60,couple_5,20210704_A.MTS,577,,
20210704_C.MTS,00:10:50.627,00:11:18.282,schaefferi,15s,true,60,couple_5,20210704_A.MTS,578,,
20210704_C.MTS,00:11:30.985,00:11:54.382,schaefferi,15s,true,65,couple_5,20210704_A.MTS,579,,
20210704_C.MTS,00:12:00.963,00:12:21.927,schaefferi,15s,true,60,couple_5,20210704_A.MTS,580,,
20210704_C.MTS,00:12:28.148,00:12:50.279,schaefferi,15s,true,70,couple_5,20210704_A.MTS,581,,
20210704_C.MTS,00:12:53.323,00:13:18.281,schaefferi,15s,true,60,couple_5,20210704_A.MTS,582,,
20210704_C.MTS,00:13:24.954,00:13:44.755,schaefferi,15s,true,60,couple_5,20210704_A.MTS,583,,
20210704_C.MTS,00:14:56.053,00:15:23.87,schaefferi,15s,false,120,drager_5,20210704_A.MTS,584,,
20210704_C.MTS,00:15:28.555,00:15:55.107,schaefferi,15s,false,130,drager_5,20210704_A.MTS,585,,
20210704_C.MTS,00:16:00.238,00:16:23.551,schaefferi,15s,false,100,drager_5,20210704_A.MTS,586,,
20210704_C.MTS,00:16:24.516,00:16:49.301,schaefferi,15s,false,150,drager_5,20210704_A.MTS,587,,
20210704_C.MTS,00:16:56.772,00:17:15.485,schaefferi,15s,false,85,drager_5,20210704_A.MTS,588,,
20210704_C.MTS,00:17:21.887,00:17:42.774,schaefferi,15s,false,90,drager_5,20210704_A.MTS,589,,
20210704_C.MTS,00:17:48.979,00:18:09.305,schaefferi,15s,false,85,drager_5,20210704_A.MTS,590,,
20210704_C.MTS,00:18:16.706,00:18:34.97,schaefferi,15s,false,80,drager_5,20210704_A.MTS,591,,
20210704_C.MTS,00:18:42.287,00:19:06.315,schaefferi,15s,false,100,drager_5,20210704_A.MTS,592,,
20210704_C.MTS,00:19:12.076,00:19:34.764,schaefferi,15s,false,95,drager_5,20210704_A.MTS,593,,
